au2001,property_type,#bedrooms,quarter,rent_count,rent_mean,rent_geo_mean,au_name,territory,region,rental_area
569100,House,5+,2019-03-01,,,,Hutt Central,Lower Hutt City,Wellington,Hutt Central/Waterloo
569100,Room or Boarding House,1,2019-03-01,,,,Hutt Central,Lower Hutt City,Wellington,Hutt Central/Waterloo
569100,Flat or Apartment,1,2019-06-01,17.0,291.0,282.0,Hutt Central,Lower Hutt City,Wellington,Hutt Central/Waterloo
569100,Flat or Apartment,2,2019-06-01,,,,Hutt Central,Lower Hutt City,Wellington,Hutt Central/Waterloo
569100,Flat or Apartment,3,2019-06-01,,,,Hutt Central,Lower Hutt City,Wellington,Hutt Central/Waterloo
569100,House,1,2019-06-01,,,,Hutt Central,Lower Hutt City,Wellington,Hutt Central/Waterloo
569100,House,2,2019-06-01,9.0,1089.0,643.0,Hutt Central,Lower Hutt City,Wellington,Hutt Central/Waterloo
569100,House,3,2019-06-01,6.0,608.0,606.0,Hutt Central,Lower Hutt City,Wellington,Hutt Central/Waterloo
569100,House,4,2019-06-01,,,,Hutt Central,Lower Hutt City,Wellington,Hutt Central/Waterloo
569100,House,5+,2019-06-01,,,,Hutt Central,Lower Hutt City,Wellington,Hutt Central/Waterloo
569100,Room or Boarding House,1,2019-06-01,,,,Hutt Central,Lower Hutt City,Wellington,Hutt Central/Waterloo
569201,Flat or Apartment,1,2019-03-01,,,,Melling,Lower Hutt City,Wellington,Petone West/Alicetown
569201,Flat or Apartment,2,2019-03-01,,,,Melling,Lower Hutt City,Wellington,Petone West/Alicetown
569201,Flat or Apartment,3,2019-03-01,,,,Melling,Lower Hutt City,Wellington,Petone West/Alicetown
569201,House,2,2019-03-01,,,,Melling,Lower Hutt City,Wellington,Petone West/Alicetown
569201,House,3,2019-03-01,,,,Melling,Lower Hutt City,Wellington,Petone West/Alicetown
569201,Room or Boarding House,1,2019-03-01,,,,Melling,Lower Hutt City,Wellington,Petone West/Alicetown
569201,Flat or Apartment,1,2019-06-01,,,,Melling,Lower Hutt City,Wellington,Petone West/Alicetown
569201,Flat or Apartment,2,2019-06-01,,,,Melling,Lower Hutt City,Wellington,Petone West/Alicetown
569201,Flat or Apartment,3,2019-06-01,,,,Melling,Lower Hutt City,Wellington,Petone West/Alicetown
569201,House,2,2019-06-01,,,,Melling,Lower Hutt City,Wellington,Petone West/Alicetown
569201,House,3,2019-06-01,,,,Melling,Lower Hutt City,Wellington,Petone West/Alicetown
569201,Room or Boarding House,1,2019-06-01,,,,Melling,Lower Hutt City,Wellington,Petone West/Alicetown
569202,Flat or Apartment,1,2019-03-01,,,,Alicetown,Lower Hutt City,Wellington,Petone West/Alicetown
569202,Flat or Apartment,2,2019-03-01,,,,Alicetown,Lower Hutt City,Wellington,Petone West/Alicetown
569202,Flat or Apartment,3,2019-03-01,,,,Alicetown,Lower Hutt City,Wellington,Petone West/Alicetown
569202,House,2,2019-03-01,,,,Alicetown,Lower Hutt City,Wellington,Petone West/Alicetown
569202,House,3,2019-03-01,,,,Alicetown,Lower Hutt City,Wellington,Petone West/Alicetown
569202,House,4,2019-03-01,,,,Alicetown,Lower Hutt City,Wellington,Petone West/Alicetown
569202,Room or Boarding House,1,2019-03-01,,,,Alicetown,Lower Hutt City,Wellington,Petone West/Alicetown
569202,Flat or Apartment,1,2019-06-01,6.0,295.0,289.0,Alicetown,Lower Hutt City,Wellington,Petone West/Alicetown
569202,Flat or Apartment,2,2019-06-01,,,,Alicetown,Lower Hutt City,Wellington,Petone West/Alicetown
569202,Flat or Apartment,3,2019-06-01,,,,Alicetown,Lower Hutt City,Wellington,Petone West/Alicetown
569202,House,2,2019-06-01,,,,Alicetown,Lower Hutt City,Wellington,Petone West/Alicetown
569202,House,3,2019-06-01,5.0,579.0,578.0,Alicetown,Lower Hutt City,Wellington,Petone West/Alicetown
569202,House,4,2019-06-01,,,,Alicetown,Lower Hutt City,Wellington,Petone West/Alicetown
569202,Room or Boarding House,1,2019-06-01,5.0,221.0,220.0,Alicetown,Lower Hutt City,Wellington,Petone West/Alicetown
569301,Flat or Apartment,1,2019-03-01,,,,Normandale,Lower Hutt City,Wellington,Western Hills/Haywards
569301,Flat or Apartment,2,2019-03-01,,,,Normandale,Lower Hutt City,Wellington,Western Hills/Haywards
569301,House,2,2019-03-01,,,,Normandale,Lower Hutt City,Wellington,Western Hills/Haywards
569301,House,3,2019-03-01,5.0,586.0,580.0,Normandale,Lower Hutt City,Wellington,Western Hills/Haywards
569301,House,4,2019-03-01,,,,Normandale,Lower Hutt City,Wellington,Western Hills/Haywards
569301,House,5+,2019-03-01,,,,Normandale,Lower Hutt City,Wellington,Western Hills/Haywards
569301,Room or Boarding House,1,2019-03-01,,,,Normandale,Lower Hutt City,Wellington,Western Hills/Haywards
569301,Flat or Apartment,1,2019-06-01,,,,Normandale,Lower Hutt City,Wellington,Western Hills/Haywards
569301,Flat or Apartment,2,2019-06-01,,,,Normandale,Lower Hutt City,Wellington,Western Hills/Haywards
569301,House,2,2019-06-01,,,,Normandale,Lower Hutt City,Wellington,Western Hills/Haywards
569301,House,3,2019-06-01,6.0,577.0,575.0,Normandale,Lower Hutt City,Wellington,Western Hills/Haywards
569301,House,4,2019-06-01,,,,Normandale,Lower Hutt City,Wellington,Western Hills/Haywards
569301,House,5+,2019-06-01,,,,Normandale,Lower Hutt City,Wellington,Western Hills/Haywards
569301,Room or Boarding House,1,2019-06-01,,,,Normandale,Lower Hutt City,Wellington,Western Hills/Haywards
569302,Flat or Apartment,1,2019-03-01,,,,Maungaraki,Lower Hutt City,Wellington,Western Hills/Haywards
569302,Flat or Apartment,2,2019-03-01,,,,Maungaraki,Lower Hutt City,Wellington,Western Hills/Haywards
569302,Flat or Apartment,3,2019-03-01,,,,Maungaraki,Lower Hutt City,Wellington,Western Hills/Haywards
569302,House,2,2019-03-01,,,,Maungaraki,Lower Hutt City,Wellington,Western Hills/Haywards
569302,House,3,2019-03-01,6.0,552.0,551.0,Maungaraki,Lower Hutt City,Wellington,Western Hills/Haywards
569302,House,4,2019-03-01,,,,Maungaraki,Lower Hutt City,Wellington,Western Hills/Haywards
569302,House,5+,2019-03-01,,,,Maungaraki,Lower Hutt City,Wellington,Western Hills/Haywards
569302,Room or Boarding House,1,2019-03-01,,,,Maungaraki,Lower Hutt City,Wellington,Western Hills/Haywards
569302,Flat or Apartment,1,2019-06-01,,,,Maungaraki,Lower Hutt City,Wellington,Western Hills/Haywards
569302,Flat or Apartment,2,2019-06-01,6.0,474.0,449.0,Maungaraki,Lower Hutt City,Wellington,Western Hills/Haywards
569302,Flat or Apartment,3,2019-06-01,,,,Maungaraki,Lower Hutt City,Wellington,Western Hills/Haywards
569302,House,2,2019-06-01,7.0,476.0,471.0,Maungaraki,Lower Hutt City,Wellington,Western Hills/Haywards
569302,House,3,2019-06-01,10.0,566.0,563.0,Maungaraki,Lower Hutt City,Wellington,Western Hills/Haywards
569302,House,4,2019-06-01,5.0,695.0,694.0,Maungaraki,Lower Hutt City,Wellington,Western Hills/Haywards
569302,House,5+,2019-06-01,,,,Maungaraki,Lower Hutt City,Wellington,Western Hills/Haywards
569302,Room or Boarding House,1,2019-06-01,,,,Maungaraki,Lower Hutt City,Wellington,Western Hills/Haywards
569400,Flat or Apartment,1,2019-03-01,,,,Belmont,Lower Hutt City,Wellington,Western Hills/Haywards
569400,Flat or Apartment,2,2019-03-01,,,,Belmont,Lower Hutt City,Wellington,Western Hills/Haywards
569400,Flat or Apartment,3,2019-03-01,,,,Belmont,Lower Hutt City,Wellington,Western Hills/Haywards
569400,House,1,2019-03-01,,,,Belmont,Lower Hutt City,Wellington,Western Hills/Haywards
569400,House,2,2019-03-01,,,,Belmont,Lower Hutt City,Wellington,Western Hills/Haywards
569400,House,3,2019-03-01,6.0,538.0,527.0,Belmont,Lower Hutt City,Wellington,Western Hills/Haywards
569400,House,4,2019-03-01,,,,Belmont,Lower Hutt City,Wellington,Western Hills/Haywards
569400,House,5+,2019-03-01,,,,Belmont,Lower Hutt City,Wellington,Western Hills/Haywards
569400,Room or Boarding House,1,2019-03-01,6.0,227.0,220.0,Belmont,Lower Hutt City,Wellington,Western Hills/Haywards
569400,Flat or Apartment,1,2019-06-01,,,,Belmont,Lower Hutt City,Wellington,Western Hills/Haywards
569400,Flat or Apartment,2,2019-06-01,,,,Belmont,Lower Hutt City,Wellington,Western Hills/Haywards
569400,Flat or Apartment,3,2019-06-01,,,,Belmont,Lower Hutt City,Wellington,Western Hills/Haywards
569400,House,1,2019-06-01,,,,Belmont,Lower Hutt City,Wellington,Western Hills/Haywards
569400,House,2,2019-06-01,,,,Belmont,Lower Hutt City,Wellington,Western Hills/Haywards
569400,House,3,2019-06-01,,,,Belmont,Lower Hutt City,Wellington,Western Hills/Haywards
569400,House,4,2019-06-01,,,,Belmont,Lower Hutt City,Wellington,Western Hills/Haywards
569400,House,5+,2019-06-01,,,,Belmont,Lower Hutt City,Wellington,Western Hills/Haywards
569400,Room or Boarding House,1,2019-06-01,,,,Belmont,Lower Hutt City,Wellington,Western Hills/Haywards
569500,Flat or Apartment,2,2019-03-01,,,,Kelson,Lower Hutt City,Wellington,Western Hills/Haywards
569500,Flat or Apartment,3,2019-03-01,,,,Kelson,Lower Hutt City,Wellington,Western Hills/Haywards
569500,House,2,2019-03-01,,,,Kelson,Lower Hutt City,Wellington,Western Hills/Haywards
569500,House,3,2019-03-01,,,,Kelson,Lower Hutt City,Wellington,Western Hills/Haywards
569500,House,4,2019-03-01,,,,Kelson,Lower Hutt City,Wellington,Western Hills/Haywards
569500,Flat or Apartment,2,2019-06-01,,,,Kelson,Lower Hutt City,Wellington,Western Hills/Haywards
569500,Flat or Apartment,3,2019-06-01,,,,Kelson,Lower Hutt City,Wellington,Western Hills/Haywards
569500,House,2,2019-06-01,,,,Kelson,Lower Hutt City,Wellington,Western Hills/Haywards
569500,House,3,2019-06-01,8.0,586.0,584.0,Kelson,Lower Hutt City,Wellington,Western Hills/Haywards
569500,House,4,2019-06-01,,,,Kelson,Lower Hutt City,Wellington,Western Hills/Haywards
569600,Flat or Apartment,2,2019-03-01,,,,Haywards-Manor Park,Lower Hutt City,Wellington,Western Hills/Haywards
569600,House,2,2019-03-01,,,,Haywards-Manor Park,Lower Hutt City,Wellington,Western Hills/Haywards
569600,House,3,2019-03-01,,,,Haywards-Manor Park,Lower Hutt City,Wellington,Western Hills/Haywards
569600,House,4,2019-03-01,,,,Haywards-Manor Park,Lower Hutt City,Wellington,Western Hills/Haywards
569600,Flat or Apartment,2,2019-06-01,,,,Haywards-Manor Park,Lower Hutt City,Wellington,Western Hills/Haywards
569600,House,2,2019-06-01,,,,Haywards-Manor Park,Lower Hutt City,Wellington,Western Hills/Haywards
569600,House,3,2019-06-01,,,,Haywards-Manor Park,Lower Hutt City,Wellington,Western Hills/Haywards
569600,House,4,2019-06-01,,,,Haywards-Manor Park,Lower Hutt City,Wellington,Western Hills/Haywards
569800,Flat or Apartment,1,2019-03-01,,,,Korokoro,Lower Hutt City,Wellington,Western Hills/Haywards
569800,Flat or Apartment,2,2019-03-01,,,,Korokoro,Lower Hutt City,Wellington,Western Hills/Haywards
569800,House,2,2019-03-01,,,,Korokoro,Lower Hutt City,Wellington,Western Hills/Haywards
569800,House,3,2019-03-01,,,,Korokoro,Lower Hutt City,Wellington,Western Hills/Haywards
569800,House,4,2019-03-01,,,,Korokoro,Lower Hutt City,Wellington,Western Hills/Haywards
569800,House,5+,2019-03-01,,,,Korokoro,Lower Hutt City,Wellington,Western Hills/Haywards
569800,Flat or Apartment,1,2019-06-01,,,,Korokoro,Lower Hutt City,Wellington,Western Hills/Haywards
569800,Flat or Apartment,2,2019-06-01,,,,Korokoro,Lower Hutt City,Wellington,Western Hills/Haywards
569800,House,2,2019-06-01,,,,Korokoro,Lower Hutt City,Wellington,Western Hills/Haywards
569800,House,3,2019-06-01,,,,Korokoro,Lower Hutt City,Wellington,Western Hills/Haywards
569800,House,4,2019-06-01,,,,Korokoro,Lower Hutt City,Wellington,Western Hills/Haywards
569800,House,5+,2019-06-01,,,,Korokoro,Lower Hutt City,Wellington,Western Hills/Haywards
569900,Flat or Apartment,1,2019-03-01,5.0,268.0,260.0,Petone Central,Lower Hutt City,Wellington,Petone West/Alicetown
569900,Flat or Apartment,2,2019-03-01,,,,Petone Central,Lower Hutt City,Wellington,Petone West/Alicetown
569900,Flat or Apartment,3,2019-03-01,,,,Petone Central,Lower Hutt City,Wellington,Petone West/Alicetown
569900,House,1,2019-03-01,,,,Petone Central,Lower Hutt City,Wellington,Petone West/Alicetown
569900,House,2,2019-03-01,,,,Petone Central,Lower Hutt City,Wellington,Petone West/Alicetown
569900,House,3,2019-03-01,,,,Petone Central,Lower Hutt City,Wellington,Petone West/Alicetown
569900,House,4,2019-03-01,,,,Petone Central,Lower Hutt City,Wellington,Petone West/Alicetown
569900,Room or Boarding House,1,2019-03-01,,,,Petone Central,Lower Hutt City,Wellington,Petone West/Alicetown
569900,Flat or Apartment,1,2019-06-01,,,,Petone Central,Lower Hutt City,Wellington,Petone West/Alicetown
569900,Flat or Apartment,2,2019-06-01,,,,Petone Central,Lower Hutt City,Wellington,Petone West/Alicetown
569900,Flat or Apartment,3,2019-06-01,,,,Petone Central,Lower Hutt City,Wellington,Petone West/Alicetown
569900,House,1,2019-06-01,,,,Petone Central,Lower Hutt City,Wellington,Petone West/Alicetown
569900,House,2,2019-06-01,,,,Petone Central,Lower Hutt City,Wellington,Petone West/Alicetown
569900,House,3,2019-06-01,,,,Petone Central,Lower Hutt City,Wellington,Petone West/Alicetown
569900,House,4,2019-06-01,,,,Petone Central,Lower Hutt City,Wellington,Petone West/Alicetown
569900,Room or Boarding House,1,2019-06-01,,,,Petone Central,Lower Hutt City,Wellington,Petone West/Alicetown
570000,Flat or Apartment,1,2019-03-01,,,,Esplanade,Lower Hutt City,Wellington,Petone/Esplanade
570000,Flat or Apartment,2,2019-03-01,,,,Esplanade,Lower Hutt City,Wellington,Petone/Esplanade
570000,Flat or Apartment,3,2019-03-01,,,,Esplanade,Lower Hutt City,Wellington,Petone/Esplanade
570000,House,1,2019-03-01,,,,Esplanade,Lower Hutt City,Wellington,Petone/Esplanade
570000,House,2,2019-03-01,,,,Esplanade,Lower Hutt City,Wellington,Petone/Esplanade
570000,House,3,2019-03-01,5.0,489.0,456.0,Esplanade,Lower Hutt City,Wellington,Petone/Esplanade
570000,House,4,2019-03-01,,,,Esplanade,Lower Hutt City,Wellington,Petone/Esplanade
570000,Room or Boarding House,1,2019-03-01,6.0,197.0,185.0,Esplanade,Lower Hutt City,Wellington,Petone/Esplanade
570000,Flat or Apartment,1,2019-06-01,5.0,305.0,300.0,Esplanade,Lower Hutt City,Wellington,Petone/Esplanade
570000,Flat or Apartment,2,2019-06-01,,,,Esplanade,Lower Hutt City,Wellington,Petone/Esplanade
570000,Flat or Apartment,3,2019-06-01,,,,Esplanade,Lower Hutt City,Wellington,Petone/Esplanade
570000,House,1,2019-06-01,,,,Esplanade,Lower Hutt City,Wellington,Petone/Esplanade
570000,House,2,2019-06-01,5.0,478.0,467.0,Esplanade,Lower Hutt City,Wellington,Petone/Esplanade
570000,House,3,2019-06-01,5.0,692.0,691.0,Esplanade,Lower Hutt City,Wellington,Petone/Esplanade
570000,House,4,2019-06-01,,,,Esplanade,Lower Hutt City,Wellington,Petone/Esplanade
570000,Room or Boarding House,1,2019-06-01,11.0,170.0,165.0,Esplanade,Lower Hutt City,Wellington,Petone/Esplanade
570100,Flat or Apartment,1,2019-03-01,10.0,274.0,266.0,Wilford,Lower Hutt City,Wellington,Petone/Esplanade
570100,Flat or Apartment,2,2019-03-01,5.0,457.0,453.0,Wilford,Lower Hutt City,Wellington,Petone/Esplanade
570100,Flat or Apartment,3,2019-03-01,,,,Wilford,Lower Hutt City,Wellington,Petone/Esplanade
570100,House,1,2019-03-01,,,,Wilford,Lower Hutt City,Wellington,Petone/Esplanade
570100,House,2,2019-03-01,,,,Wilford,Lower Hutt City,Wellington,Petone/Esplanade
570100,House,3,2019-03-01,,,,Wilford,Lower Hutt City,Wellington,Petone/Esplanade
570100,House,4,2019-03-01,,,,Wilford,Lower Hutt City,Wellington,Petone/Esplanade
570100,House,5+,2019-03-01,,,,Wilford,Lower Hutt City,Wellington,Petone/Esplanade
570100,Room or Boarding House,1,2019-03-01,10.0,189.0,187.0,Wilford,Lower Hutt City,Wellington,Petone/Esplanade
570100,Flat or Apartment,1,2019-06-01,13.0,338.0,332.0,Wilford,Lower Hutt City,Wellington,Petone/Esplanade
570100,Flat or Apartment,2,2019-06-01,8.0,481.0,478.0,Wilford,Lower Hutt City,Wellington,Petone/Esplanade
570100,Flat or Apartment,3,2019-06-01,,,,Wilford,Lower Hutt City,Wellington,Petone/Esplanade
570100,House,1,2019-06-01,,,,Wilford,Lower Hutt City,Wellington,Petone/Esplanade
570100,House,2,2019-06-01,,,,Wilford,Lower Hutt City,Wellington,Petone/Esplanade
570100,House,3,2019-06-01,7.0,576.0,569.0,Wilford,Lower Hutt City,Wellington,Petone/Esplanade
570100,House,4,2019-06-01,,,,Wilford,Lower Hutt City,Wellington,Petone/Esplanade
570100,House,5+,2019-06-01,,,,Wilford,Lower Hutt City,Wellington,Petone/Esplanade
570100,Room or Boarding House,1,2019-06-01,,,,Wilford,Lower Hutt City,Wellington,Petone/Esplanade
570300,Flat or Apartment,1,2019-03-01,,,,Eastbourne,Lower Hutt City,Wellington,Eastern Bays
570300,Flat or Apartment,2,2019-03-01,7.0,428.0,424.0,Eastbourne,Lower Hutt City,Wellington,Eastern Bays
570300,Flat or Apartment,3,2019-03-01,,,,Eastbourne,Lower Hutt City,Wellington,Eastern Bays
570300,House,1,2019-03-01,,,,Eastbourne,Lower Hutt City,Wellington,Eastern Bays
570300,House,2,2019-03-01,,,,Eastbourne,Lower Hutt City,Wellington,Eastern Bays
570300,House,3,2019-03-01,10.0,624.0,616.0,Eastbourne,Lower Hutt City,Wellington,Eastern Bays
570300,House,4,2019-03-01,,,,Eastbourne,Lower Hutt City,Wellington,Eastern Bays
570300,House,5+,2019-03-01,,,,Eastbourne,Lower Hutt City,Wellington,Eastern Bays
570300,Flat or Apartment,1,2019-06-01,,,,Eastbourne,Lower Hutt City,Wellington,Eastern Bays
570300,Flat or Apartment,2,2019-06-01,,,,Eastbourne,Lower Hutt City,Wellington,Eastern Bays
570300,Flat or Apartment,3,2019-06-01,,,,Eastbourne,Lower Hutt City,Wellington,Eastern Bays
570300,House,1,2019-06-01,,,,Eastbourne,Lower Hutt City,Wellington,Eastern Bays
570300,House,2,2019-06-01,,,,Eastbourne,Lower Hutt City,Wellington,Eastern Bays
570300,House,3,2019-06-01,9.0,658.0,635.0,Eastbourne,Lower Hutt City,Wellington,Eastern Bays
570300,House,4,2019-06-01,,,,Eastbourne,Lower Hutt City,Wellington,Eastern Bays
570300,House,5+,2019-06-01,,,,Eastbourne,Lower Hutt City,Wellington,Eastern Bays
570400,Flat or Apartment,1,2019-03-01,,,,Titahi Bay North,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570400,Flat or Apartment,2,2019-03-01,,,,Titahi Bay North,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570400,Flat or Apartment,3,2019-03-01,,,,Titahi Bay North,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570400,House,1,2019-03-01,,,,Titahi Bay North,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570400,House,2,2019-03-01,,,,Titahi Bay North,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570400,House,3,2019-03-01,,,,Titahi Bay North,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570400,House,4,2019-03-01,,,,Titahi Bay North,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570400,Flat or Apartment,1,2019-06-01,,,,Titahi Bay North,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570400,Flat or Apartment,2,2019-06-01,6.0,373.0,370.0,Titahi Bay North,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570400,Flat or Apartment,3,2019-06-01,,,,Titahi Bay North,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570400,House,1,2019-06-01,,,,Titahi Bay North,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570400,House,2,2019-06-01,,,,Titahi Bay North,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570400,House,3,2019-06-01,,,,Titahi Bay North,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570400,House,4,2019-06-01,,,,Titahi Bay North,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570500,House,2,2019-03-01,,,,Onepoto,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570500,House,3,2019-03-01,,,,Onepoto,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570500,House,4,2019-03-01,,,,Onepoto,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570500,House,5+,2019-03-01,,,,Onepoto,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570500,House,2,2019-06-01,,,,Onepoto,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570500,House,3,2019-06-01,,,,Onepoto,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570500,House,4,2019-06-01,,,,Onepoto,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570500,House,5+,2019-06-01,,,,Onepoto,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570600,Flat or Apartment,1,2019-03-01,,,,Titahi Bay South,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570600,Flat or Apartment,2,2019-03-01,,,,Titahi Bay South,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570600,Flat or Apartment,3,2019-03-01,,,,Titahi Bay South,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570600,House,1,2019-03-01,,,,Titahi Bay South,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570600,House,2,2019-03-01,,,,Titahi Bay South,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570600,House,3,2019-03-01,5.0,550.0,538.0,Titahi Bay South,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570600,House,4,2019-03-01,,,,Titahi Bay South,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570600,Flat or Apartment,1,2019-06-01,,,,Titahi Bay South,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570600,Flat or Apartment,2,2019-06-01,,,,Titahi Bay South,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570600,Flat or Apartment,3,2019-06-01,,,,Titahi Bay South,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570600,House,1,2019-06-01,,,,Titahi Bay South,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570600,House,2,2019-06-01,,,,Titahi Bay South,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570600,House,3,2019-06-01,8.0,512.0,505.0,Titahi Bay South,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570600,House,4,2019-06-01,,,,Titahi Bay South,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
